PZN;Artikelname;DF;PM;PE;Herstellerk¸rzel;Lager;Bestand;EK;EEK;AVK;VK;EVK;Preisaktion;AP;Kalkulationsmodell;AM;DC;MP;LM;KM
3927039;KAMISTAD GEL;GEL;20;g;STAGM;ja;5;11,07;8,01;19,45;19,49;19,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8202453;KAPPUS PFL.OELSEIFE, RINGE;;100;G;;ja;14;0,00;0,00;1,53;0,00;1,53;;0,00;;keine Angabe;Keine Angabe;Keine Angabe;;
8202447;KAPPUS PFL.OELSEIFE,KAMILL;;100;G;;ja;15;0,00;0,00;1,53;0,00;1,53;;0,00;;keine Angabe;Keine Angabe;Keine Angabe;;
12607977;KAREX ZAHNPASTA;ZPA;75;ml;DWOLF;ja;1;3,69;2,97;4,95;4,99;4,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
699885;KARTOFFEL SCHOENENBERGER;SAF;3X200;ml;SALUS;ja;1;7,94;6,83;11,99;14,29;11,99;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
8726989;KATHETERKLEMME BLAU UNSTER;;1;St;JUNGH;ja;1;0,33;0,24;0,45;0,00;0,45;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1712257;KELTICAN FORTE;KAP;20;St;TROMM;ja;3;19,18;15,61;27,95;28,45;27,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Nein;ja;Nein
1712263;KELTICAN FORTE;KAP;40;St;TROMM;ja;3;32,44;24,33;43,95;44,25;43,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Nein;ja;Nein
14352754;KELTICAN FORTE;KAP;80;ST;TROMM;ja;1;56,63;42,45;76,95;76,95;76,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Nein;ja;Nein
11341129;KERRASOL WUNDSPUELLOES;SPL;250;ml;3MMED;ja;1;12,62;9,51;16,75;0,00;16,75;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2837742;KETOZOLIN 2%;SHA;60;ml;DERMA;ja;5;5,34;4,06;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9198601;KIESELERDE+BIOTIN KAPSELN;KAP;60;St;ASTTW;ja;1;7,43;5,61;9,95;10,59;9,95;;0,00;;nein;Nein;Nein;ja;Nein
13880244;KIJIMEA REGULARIS;GRA;250;g;SYNFO;ja;1;15,71;15,28;21,95;21,99;21,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
8813748;KIJIMEA REIZDARM;KAP;14;St;SYNFO;ja;1;15,88;15,31;19,95;19,99;19,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
8813754;KIJIMEA REIZDARM;KAP;28;St;SYNFO;ja;1;27,80;25,25;34,95;34,99;34,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
15999653;KIJIMEA REIZDARM PRO;KAP;14;St;SYNFO;ja;1;16,67;16,40;20,95;20,99;20,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
15999676;KIJIMEA REIZDARM PRO;KAP;28;St;SYNFO;ja;1;30,18;29,58;37,95;37,99;37,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
4637585;KINDERIMMUN DR WOLZ;PUL;65;g;WOLZ;ja;1;11,57;11,20;17,40;17,40;0,00;;0,00;;nein;Nein;Nein;ja;Nein
11952181;KINDERLAX ELEKTROLYTFREI;PLE;30;St;INFEC;ja;1;13,50;13,31;22,45;22,49;22,45;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
9526904;KIRSCHKERNKI 10X10CM BABY;;1;St;JUNGH;ja;1;2,73;2,44;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
1440617;KIRSCHKERNKI 14X55 F MIKRO;;1;St;JUNGH;ja;1;7,80;5,93;9,95;0,00;9,95;;0,00;;nein;Nein;Nein;keine Angabe;Nein
1440646;KIRSCHKERNKI 17X17 F MIKRO;;1;St;JUNGH;ja;1;3,52;3,29;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;keine Angabe;Nein
8032353;KITZINGER HEFENƒHRSALZ;PUL;10X1;g;ARAUN;ja;0;0,00;1,71;2,95;0,00;2,95;;0,00;OTC Nicht-AM (kein EK);nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
5276563;KITZINGER KALIUMDISULFIT;PUL;10X1;g;ARAUN;ja;1;0,00;2,01;3,55;0,00;3,55;;0,00;OTC Nicht-AM (kein EK);nein;Ja;Keine Angabe;keine Angabe;Keine Angabe
5278906;KITZINGER MILCHSƒURE 80%;;125;g;ARAUN;ja;1;0,00;2,65;4,25;0,00;4,25;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
5274570;KITZINGER REINZUCHTHEFE BURGUN;;20;ml;ARAUN;ja;0;0,00;1,95;3,20;0,00;3,20;;0,00;;keine Angabe;Keine Angabe;Keine Angabe;keine Angabe;Keine Angabe
5279142;KITZINGER REINZUCHTHEFE PORTWE;;20;ml;ARAUN;ja;0;0,00;1,95;2,95;0,00;2,95;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
8032413;KLEINER SCHWEDENBITTER EIG;;90.2;g;;ja;17;0,00;5,60;13,95;0,00;13,95;;0,00;;ja;Nein;Keine Angabe;keine Angabe;Keine Angabe
8008917;KLEINER SCHWEDENBITTER OHNE AL;;90.2;g;;ja;1;0,00;0,00;13,95;0,00;13,95;;0,00;;ja;Nein;Keine Angabe;keine Angabe;Keine Angabe
2398538;KLIMADYNON;FTA;90;St;BIONO;ja;1;9,03;7,69;15,90;15,90;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4187656;KLIMAKTOPLANT N;TAB;100;St;DHU;ja;1;10,51;8,50;18,50;18,50;18,50;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2855556;KLOSTERFRAU ALLERGIN;FLU;30;ml;KLOFR;ja;1;6,32;5,50;11,80;11,80;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4629775;KLOSTERFRAU ALLERGIN GLOBU;GLO;10;g;KLOFR;ja;1;6,32;5,40;11,80;11,80;11,80;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6103008;KLOSTERFRAU ARNIK SCHMERZ;SAL;100;g;KLOFR;ja;5;5,34;4,01;5,95;5,99;5,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
580463;KLOSTERFRAU MELISSENGEIST;FLU;155;ml;KLOFR;ja;1;8,80;7,37;9,95;9,99;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
580492;KLOSTERFRAU MELISSENGEIST;FLU;235;ml;KLOFR;ja;0;12,99;9,74;14,75;14,79;14,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
580440;KLOSTERFRAU MELISSENGEIST;FLU;95;ml;KLOFR;ja;1;5,76;4,32;7,25;7,29;7,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
659302;KLOSTERFRAU VENENGOLD BEIN;GEL;150;ml;KLOFR;ja;1;5,56;4,96;7,95;7,89;7,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
734920;KNEIPP ARNIKA KUEHL&SCHMER;GEL;100;g;KNEIP;ja;1;6,70;4,93;8,55;8,55;8,55;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8868241;KNEIPP ARNIKA SALBE S;SAL;100;g;KNEIP;ja;1;6,25;3,40;7,45;7,45;7,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16668912;KNOBIVITAL KURKUMA HOLUND;FLU;960;ml;KNOBI;ja;1;22,61;22,19;34,90;34,90;34,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
4700450;KNOBIVITAL OHNE ZUCKERZUSA;FLA;960;ml;KNOBI;ja;1;15,88;15,00;24,90;24,90;24,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Keine Angabe
8646871;KOCHSALZ 0.9% ISOTON ECO P;INF;500;ml;B. BR;ja;1;3,14;1,80;6,06;6,06;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3239121;KOCHSALZ 0.9% ISOTON GL;INF;100;ml;B. BR;ja;1;2,69;2,13;5,19;5,19;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3655664;KOCHSALZ 0.9% ISOTON PL;ILO;20X20;ml;FREKA;ja;2;5,56;4,34;10,39;10,39;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2001067;KOCHSALZ 0.9% ISOTON PL;ILO;20X5;ml;FREKA;ja;0;5,47;3,04;10,20;10,22;10,20;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
809109;KOCHSALZ 0.9% ISOTON PL;INF;10X500;ml;FREKA;ja;1;13,59;8,04;23,12;23,12;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2737779;KOCHSALZ 0.9% MINIPLAS CON;ILO;10X10;ml;B. BR;ja;0;2,84;2,84;5,45;5,47;5,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3079870;KOCHSALZ 0.9% MINIPLAS CON;ILO;10X5;ml;B. BR;ja;0;2,65;2,09;5,10;5,11;5,10;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2737756;KOCHSALZ 0.9% MINIPLAS CON;ILO;20X10;ml;B. BR;ja;2;5,58;3,35;10,40;10,42;10,40;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2335549;KODAN FORTE FARBLOS;TIN;250;ml;SCHUE;ja;1;7,20;3,80;10,70;10,71;10,70;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
234815;KOENIGSKERZENBLUETEN GESCH;;50;g;AURIC;ja;1;6,05;5,02;8,95;10,10;8,95;;0,00;EEK + 50%;nein;Nein;Nein;ja;Keine Angabe
3056515;KOHLE COMPRETTEN;TAB;30;St;KLIN;ja;6;5,87;4,58;10,97;10,97;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4490231;KOHLE HEVERT;TAB;20;St;HEVER;ja;1;3,88;3,67;7,45;7,49;7,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
17598579;KOHLE MEDIZINISCH;;50;g;CAELO;ja;1;16,30;15,09;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
8625461;KOHLE PULVIS;PUL;10;g;KOEH;ja;1;5,44;4,40;10,15;10,16;10,15;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
57454;KOLBEN DOSIERPIPETTEN SET;;1;St;WEPA;ja;14;0,87;0,74;2,05;0,00;2,05;;0,00;Rezepturgef‰ﬂe HV;nein;Ja;Nein;nein, kein Lebensmittel;Nein
2416609;KOMPENSAN;TAB;20;St;ROCNE;ja;1;4,27;3,73;7,95;7,97;7,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2644836;KONTAKT GEL;GEL;250;g;LABOK;ja;1;2,95;2,47;4,75;4,75;4,75;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;keine Angabe;Keine Angabe
3629655;KONZENTRATION KAUG DR.BACH;KGU;40;St;LEMON;ja;1;4,45;4,36;5,95;5,95;5,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
14385386;KOPFWOHL ROLL ON BIO;EMU;10;ml;PRIMA;ja;1;5,79;5,41;9,90;9,90;9,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
4251590;KORODIN HERZ KREISLAUF TRO;FLE;10;ml;ROBUG;ja;2;3,71;3,20;7,15;7,15;7,15;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4906588;KORODIN HERZ KREISLAUF TRO;FLE;40;ml;ROBUG;ja;1;9,57;8,89;16,85;16,85;16,85;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
126669;KOSM CREMETIEG WEISS 15ML;;1;St;WEPA;ja;10;0,90;0,00;2,15;0,00;2,15;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
5230213;KRAEUTERAPOTHEKE;;200;ML;;ja;15;0,00;4,05;0,00;0,00;0,00;;0,00;;keine Angabe;Keine Angabe;Keine Angabe;;
16855206;KRAEUTERMUEHLE 59MM;;1;St;CANSA;ja;2;3,50;3,50;6,25;0,00;6,25;;0,00;MedProd2;nein;Nein;Nein;nein, kein Lebensmittel;Nein
15394832;KRAFT TANKEN RAUMSPRAY;AEO;50;ml;PRIMA;ja;1;7,55;7,39;12,90;12,90;12,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
4437998;KREON 25000;KMP;100;St;MYLHC;ja;2;31,71;31,10;50,55;50,56;50,55;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4946837;KREON 25000;KMP;200;St;MYLHC;ja;1;58,24;56,36;89,95;90,09;89,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4437981;KREON 25000;KMP;50;St;MYLHC;ja;1;16,66;16,09;28,35;28,35;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2925848;KREOSOTUM D12;GLO;10;g;DHU;ja;1;5,72;5,31;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3361767;KRUECKENKAPS GR 1 18MM SCH;;1;St;WEIDE;ja;4;0,88;0,00;1,25;0,00;1,25;;0,00;OTC Nicht-AM;nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
2753703;KUKIDENT AKTIVPLUS TABS;TAB;99;St;RECK;ja;1;3,14;2,70;4,95;4,99;4,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
517499;KUKIDENT SUPER HAFTSCHUTZ;CRE;40;g;RECK;ja;3;2,19;1,99;3,45;3,49;3,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
167616;KWIZDA ERSTE HIL B NASENBL;;2;St;LOHPH;ja;0;2,40;2,28;3,95;3,95;3,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
10832859;KYTTA SCHMERZSALBE;CRE;100;g;WICKP;ja;4;11,07;7,86;19,45;19,49;19,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10832865;KYTTA SCHMERZSALBE;CRE;150;g;WICKP;ja;5;15,86;11,59;26,95;26,99;26,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10832842;KYTTA SCHMERZSALBE;CRE;50;g;WICKP;ja;6;5,61;4,11;10,45;10,48;10,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3531850;KYTTA SEDATIVUM DRAGEES;UTA;100;St;WICKP;ja;2;18,20;12,44;30,95;30,98;30,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3531844;KYTTA SEDATIVUM DRAGEES;UTA;40;St;WICKP;ja;1;10,21;8,40;17,95;17,98;17,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4215559;KYTTA SEDATIVUM F DEN TAG;UTA;30;St;WICKP;ja;1;10,21;9,29;17,95;17,98;17,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4215677;KYTTA SEDATIVUM F DEN TAG;UTA;60;St;WICKP;ja;1;17,03;13,66;28,95;28,98;28,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12358913;KYTTA WAERMEBALSAM;CRE;50;g;WICKP;ja;1;4,79;3,81;10,45;10,48;10,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
1044407;LABIOSAN;SAL;8;g;SALUS;ja;1;2,10;1,93;3,95;3,99;3,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
5385105;LAC-OPHTAL MP;ATR;3X10;ml;WINZE;ja;1;9,35;6,90;11,45;14,45;11,45;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
5484132;LACALUT AKTIV;ZCR;100;ml;THEIS;ja;1;2,60;2,09;3,95;3,99;3,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14407544;LACALUT AKTIV ZAHNFL&SAN W;ZPA;75;ml;THEIS;ja;1;3,17;2,98;4,49;4,49;0,00;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
2815255;LACHESIS C30;GLO;10;g;DHU;ja;1;5,98;5,77;10,95;11,17;10,95;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1776286;LACHESIS D12;GLO;10;g;DHU;ja;1;5,72;5,50;10,65;10,69;10,65;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10332074;LACTACYD INTIMWASCHLOTION;LOT;200;ml;OMGPH;ja;1;5,13;4,11;8,90;8,90;8,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3788916;LACTOSE MONOHYDRAT;;250;g;CAELO;ja;1;6,90;5,70;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
10950122;LACTRASE 6000 KLICKSPENDER;TAB;60;St;PRONA;ja;1;7,25;7,21;9,45;9,45;9,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
8423875;LACTULOSE AL SIRUP;SIR;200;ml;ALIUD;ja;5;3,55;1,68;6,80;6,84;6,80;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4916871;LACTULOSE RATIOPHARM SIRUP;SIR;1000;ml;RATIO;ja;3;14,67;13,19;14,95;24,97;14,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4916859;LACTULOSE RATIOPHARM SIRUP;SIR;200;ml;RATIO;ja;15;3,10;1,26;4,95;5,97;4,95;;0,00;VK/UVP -10% (Runden auf,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4916865;LACTULOSE RATIOPHARM SIRUP;SIR;500;ml;RATIO;ja;15;8,27;6,15;7,95;14,79;7,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
16036916;LADIVAL AKT SO GES+LIP 50+;;1;P;STAGM;ja;0;7,26;6,18;13,55;13,57;13,55;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3374356;LADIVAL ALLERG HAUT APRES;GEL;200;ml;STAGM;ja;1;11,31;10,02;17,95;19,92;17,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3373492;LADIVAL ALLERG HAUT LSF 30;GEL;200;ml;STAGM;ja;3;13,29;11,23;20,95;22,75;20,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3520421;LADIVAL ALLERG HAUT LSF 50;GEL;200;ml;STAGM;ja;0;14,29;12,00;21,95;24,31;21,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16708416;LADIVAL EMPF HAU PL APRES;LOT;200;ml;STAGM;ja;1;11,31;10,27;15,95;19,92;15,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
16708422;LADIVAL EMPF HAU PL LSF30;LOT;200;ml;STAGM;ja;1;14,09;11,78;20,95;24,12;20,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
16708439;LADIVAL EMPF HAU PL LSF50+;LOT;200;ml;STAGM;ja;1;15,15;12,77;19,95;25,77;19,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
3518648;LADIVAL KINDER MILCH LSF50;MIL;200;ml;STAGM;ja;1;14,23;12,10;21,95;24,22;21,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
2298920;LAIF 900 BALANCE;FTA;20;St;BAYSE;ja;0;10,21;8,55;17,95;17,98;17,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3839507;LAMISIL;CRE;15;g;GSKOT;ja;5;5,59;4,36;10,45;10,45;10,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1412124;LAMISIL;CRE;30;g;GSKOT;ja;5;10,73;8,26;18,90;18,90;18,90;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2165225;LAMISIL SPRAY;SPR;30;ml;GSKOT;ja;1;11,58;9,33;20,40;20,40;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1484313;LAMOTTE LEBERTRAN;FLU;250;ml;LAMOT;ja;1;6,10;5,62;11,40;11,40;11,40;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1484336;LAMOTTE RAFFIN RIZINUSOEL;OEL;100;ml;LAMOT;ja;1;2,61;2,12;0,00;0,00;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1096249;LANOLINUM;SAL;100;g;CAELO;ja;1;5,95;4,93;7,80;0,00;7,80;;0,00;;nein;Ja;Nein;keine Angabe;Nein
4856034;LARYNGOMEDIN N;SPR;45;g;KLOFR;ja;4;9,74;7,04;17,15;17,16;17,15;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5489603;LASEA;WKA;14;St;SCHWA;ja;6;8,15;5,76;13,95;14,65;13,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5489626;LASEA;WKA;28;St;SCHWA;ja;3;14,96;11,73;24,95;25,45;24,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4461666;LATSCHENKIEFER BIO;AEO;5;ml;PRIMA;ja;2;3,80;3,39;6,50;6,50;6,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9759904;LAUROMACROGOL 400;;100;g;CAELO;ja;1;18,50;15,63;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
6122661;LAVANID WUNDGEL;GEL;2X10;g;SERAG;ja;2;25,04;25,04;41,70;0,00;41,70;;0,00;OTC neu;nein;Nein;Ja;nein, kein Lebensmittel;Nein
11869876;LAVANOX WUNDSPUELLOESUNG;LOE;250;ml;SERAG;ja;2;12,22;8,29;17,95;18,08;17,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
720562;LAVENDEL FEIN KBA;AEO;10;ml;PRIMA;ja;3;6,96;6,00;11,90;11,90;11,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
720585;LAVENDEL FEIN KBA;AEO;5;ml;PRIMA;ja;4;4,97;4,97;8,50;8,50;8,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
4640162;LAVENDELBLUETENTEE AURICA;TEE;50;g;AURIC;ja;1;2,70;2,10;3,75;4,50;3,75;;0,00;EEK + 50%;nein;Nein;Nein;ja;Keine Angabe
10916154;LAXANS AL;TMR;100;St;ALIUD;ja;1;6,52;3,61;12,19;12,19;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
10916160;LAXANS AL;TMR;200;St;ALIUD;ja;1;11,39;8,70;19,95;20,06;19,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4687809;LAXANS RAT7.5MG/ML PICO TR;TRO;50;ml;RATIO;ja;0;12,14;6,57;18,95;21,38;18,95;;0,00;VK - 10% (Runden auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12730436;LAXATAN M;GSE;24;St;KLOFR;ja;1;14,43;12,27;24,55;24,55;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10787337;LAXBENE JUNIOR 4G 6MON-8J;PLE;30X4;g;MERCL;ja;1;14,04;11,90;23,90;23,90;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
11729922;LAXBENE JUNIOR 500MG/ML;LSE;200;ml;MERCL;ja;12;11,75;9,35;20,65;20,69;20,65;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1976861;LAXOBERAL ABFUEHR TROPFEN;TEI;15;ml;A. NA;ja;3;5,34;4,60;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1590311;LAXOBERAL ABFUEHR TROPFEN;TEI;30;ml;A. NA;ja;1;10,61;10,58;18,65;18,68;18,65;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4348786;LAXOBERAL ABFUEHR TROPFEN;TEI;50;ml;A. NA;ja;1;15,85;15,82;26,95;26,98;26,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
15394714;LEBENSLUST RAUMSPRAY BIO;AEO;50;ml;PRIMA;ja;1;7,55;7,26;12,90;12,90;12,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
9755355;LEBEWOHL HUEHNERAUGEN PFL;PFL;8;St;LEBEW;ja;1;3,10;2,42;5,65;5,65;5,65;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10815536;LEDER ETUI 28 GL SCHWARZ;;1;St;LANSC;ja;1;11,80;0,00;22,60;22,60;22,60;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
2890127;LEDUM C30;GLO;10;g;DHU;ja;1;5,98;5,49;10,95;11,17;10,95;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8003140;LEERFLASCHE PRIMAVERA;;50;ml;PRIMA;ja;12;0,00;0,67;0,00;0,00;0,00;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
10546326;LEERFLASCHENSET 10X10ML;FLA;1;St;PRIMA;ja;2;4,17;3,33;7,50;7,50;7,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
